"","Date","n"
"121",2020-05-26 15:31:00,397
"122",2020-05-26 15:32:00,188
"123",2020-05-26 15:38:00,215
"124",2020-05-26 15:39:00,405
"125",2020-05-26 15:40:00,375
"126",2020-05-26 15:41:00,391
"127",2020-05-26 15:42:00,428
"128",2020-05-26 15:43:00,410
"129",2020-05-26 15:44:00,390
"130",2020-05-26 15:45:00,427
"131",2020-05-26 15:46:00,388
"132",2020-05-26 15:47:00,380
"133",2020-05-26 15:48:00,388
"134",2020-05-26 15:49:00,378
"135",2020-05-26 15:50:00,428
"136",2020-05-26 15:51:00,377
"137",2020-05-26 15:52:00,412
"138",2020-05-26 15:53:00,382
"139",2020-05-26 15:54:00,383
"140",2020-05-26 15:55:00,423
"141",2020-05-26 15:56:00,331
"142",2020-05-26 16:06:00,53
"143",2020-05-26 16:07:00,430
"144",2020-05-26 16:08:00,386
"145",2020-05-26 16:09:00,387
"146",2020-05-26 16:10:00,388
"147",2020-05-26 16:11:00,381
"148",2020-05-26 16:12:00,349
"149",2020-05-26 16:13:00,381
"150",2020-05-26 16:14:00,392
"151",2020-05-26 16:15:00,397
"152",2020-05-26 16:16:00,399
"153",2020-05-26 16:17:00,370
"154",2020-05-26 16:18:00,422
"155",2020-05-26 16:19:00,415
"156",2020-05-26 16:20:00,385
"157",2020-05-26 16:21:00,385
"158",2020-05-26 16:22:00,401
"159",2020-05-26 16:23:00,408
"160",2020-05-26 16:24:00,393
"161",2020-05-26 16:25:00,398
"162",2020-05-26 16:26:00,404
"163",2020-05-26 16:27:00,376
"164",2020-05-26 16:28:00,357
"165",2020-05-26 16:29:00,368
"166",2020-05-26 16:30:00,422
"167",2020-05-26 16:31:00,382
"168",2020-05-26 16:32:00,418
"169",2020-05-26 16:33:00,362
"170",2020-05-26 16:34:00,386
"171",2020-05-26 16:35:00,403
"172",2020-05-26 16:36:00,377
"173",2020-05-26 16:37:00,396
"174",2020-05-26 16:38:00,394
"175",2020-05-26 16:39:00,429
"176",2020-05-26 16:40:00,398
"177",2020-05-26 16:41:00,363
"178",2020-05-26 16:42:00,352
"179",2020-05-26 16:43:00,390
"180",2020-05-26 16:44:00,423
"181",2020-05-26 16:45:00,412
"182",2020-05-26 16:46:00,404
"183",2020-05-26 16:47:00,419
"184",2020-05-26 16:48:00,366
"185",2020-05-26 16:49:00,400
"186",2020-05-26 16:50:00,436
"187",2020-05-26 16:51:00,412
"188",2020-05-26 16:52:00,393
"189",2020-05-26 16:53:00,400
"190",2020-05-26 16:54:00,376
"191",2020-05-26 16:55:00,364
"192",2020-05-26 16:56:00,372
"193",2020-05-26 16:57:00,406
"194",2020-05-26 16:58:00,384
"195",2020-05-26 16:59:00,411
"196",2020-05-26 17:00:00,408
"197",2020-05-26 17:01:00,433
"198",2020-05-26 17:02:00,394
"199",2020-05-26 17:03:00,372
"200",2020-05-26 17:04:00,409
"201",2020-05-26 17:05:00,510
"202",2020-05-26 17:06:00,525
"203",2020-05-26 17:07:00,501
"204",2020-05-26 17:08:00,441
"205",2020-05-26 17:09:00,432
"206",2020-05-26 17:10:00,453
"207",2020-05-26 17:11:00,437
"208",2020-05-26 17:12:00,417
"209",2020-05-26 17:13:00,415
"210",2020-05-26 17:14:00,448
"211",2020-05-26 17:15:00,413
"212",2020-05-26 17:16:00,397
"213",2020-05-26 17:17:00,402
"214",2020-05-26 17:18:00,87
"215",2020-05-26 17:23:00,159
"216",2020-05-26 17:24:00,391
"217",2020-05-26 17:25:00,393
"218",2020-05-26 17:26:00,392
"219",2020-05-26 17:27:00,370
"220",2020-05-26 17:28:00,397
"221",2020-05-26 17:29:00,381
"222",2020-05-26 17:30:00,416
"223",2020-05-26 17:31:00,390
"224",2020-05-26 17:32:00,384
"225",2020-05-26 17:33:00,471
"226",2020-05-26 17:34:00,399
"227",2020-05-26 17:35:00,439
"228",2020-05-26 17:36:00,406
"229",2020-05-26 17:37:00,392
"230",2020-05-26 17:38:00,430
"231",2020-05-26 17:39:00,418
"232",2020-05-26 17:40:00,376
"233",2020-05-26 17:41:00,408
"234",2020-05-26 17:42:00,408
"235",2020-05-26 17:43:00,408
"236",2020-05-26 17:44:00,388
"237",2020-05-26 17:45:00,436
"238",2020-05-26 17:46:00,413
"239",2020-05-26 17:47:00,394
"240",2020-05-26 17:48:00,377
"241",2020-05-26 17:49:00,418
"242",2020-05-26 17:50:00,392
"243",2020-05-26 17:51:00,400
"244",2020-05-26 17:52:00,394
"245",2020-05-26 17:53:00,354
"246",2020-05-26 17:54:00,402
"247",2020-05-26 17:55:00,400
"248",2020-05-26 17:56:00,382
"249",2020-05-26 17:57:00,402
"250",2020-05-26 17:58:00,414
"251",2020-05-26 17:59:00,385
"252",2020-05-26 18:00:00,447
"253",2020-05-26 18:01:00,442
"254",2020-05-26 18:02:00,397
"255",2020-05-26 18:03:00,384
"256",2020-05-26 18:04:00,420
"257",2020-05-26 18:05:00,414
"258",2020-05-26 18:06:00,438
"259",2020-05-26 18:07:00,390
"260",2020-05-26 18:08:00,392
"261",2020-05-26 18:09:00,423
"262",2020-05-26 18:10:00,396
"263",2020-05-26 18:11:00,381
"264",2020-05-26 18:12:00,411
"265",2020-05-26 18:13:00,392
"266",2020-05-26 18:14:00,407
"267",2020-05-26 18:15:00,377
"268",2020-05-26 18:16:00,388
"269",2020-05-26 18:17:00,382
"270",2020-05-26 18:18:00,374
"271",2020-05-26 18:19:00,372
"272",2020-05-26 18:20:00,368
"273",2020-05-26 18:21:00,384
"274",2020-05-26 18:22:00,391
"275",2020-05-26 18:23:00,408
"276",2020-05-26 18:24:00,394
"277",2020-05-26 18:25:00,415
"278",2020-05-26 18:26:00,380
"279",2020-05-26 18:27:00,382
"280",2020-05-26 18:28:00,362
"281",2020-05-26 18:29:00,402
"282",2020-05-26 18:30:00,413
"283",2020-05-26 18:31:00,347
"284",2020-05-26 18:32:00,378
"285",2020-05-26 18:33:00,388
"286",2020-05-26 18:34:00,364
"287",2020-05-26 18:35:00,358
"288",2020-05-26 18:36:00,363
"289",2020-05-26 18:37:00,379
"290",2020-05-26 18:38:00,377
"291",2020-05-26 18:39:00,371
"292",2020-05-26 18:40:00,382
"293",2020-05-26 18:41:00,401
"294",2020-05-26 18:42:00,384
"295",2020-05-26 18:43:00,373
"296",2020-05-26 18:44:00,371
"297",2020-05-26 18:45:00,411
"298",2020-05-26 18:46:00,386
"299",2020-05-26 18:47:00,410
"300",2020-05-26 18:48:00,380
"301",2020-05-26 18:49:00,391
"302",2020-05-26 18:50:00,405
"303",2020-05-26 18:51:00,372
"304",2020-05-26 18:52:00,422
"305",2020-05-26 18:53:00,429
"306",2020-05-26 18:54:00,390
"307",2020-05-26 18:55:00,417
"308",2020-05-26 18:56:00,430
"309",2020-05-26 18:57:00,211
"310",2020-05-26 19:04:00,340
"311",2020-05-26 19:05:00,397
"312",2020-05-26 19:06:00,427
"313",2020-05-26 19:07:00,395
"314",2020-05-26 19:08:00,390
"315",2020-05-26 19:09:00,391
"316",2020-05-26 19:10:00,436
"317",2020-05-26 19:11:00,379
"318",2020-05-26 19:12:00,384
"319",2020-05-26 19:13:00,345
"320",2020-05-26 19:14:00,369
"321",2020-05-26 19:15:00,398
"322",2020-05-26 19:16:00,359
"323",2020-05-26 19:17:00,377
"324",2020-05-26 19:18:00,386
"325",2020-05-26 19:19:00,364
"326",2020-05-26 19:20:00,360
"327",2020-05-26 19:21:00,387
"328",2020-05-26 19:22:00,397
"329",2020-05-26 19:23:00,378
"330",2020-05-26 19:24:00,376
"331",2020-05-26 19:25:00,412
"332",2020-05-26 19:26:00,408
"333",2020-05-26 19:27:00,371
"334",2020-05-26 19:28:00,376
"335",2020-05-26 19:29:00,390
"336",2020-05-26 19:30:00,401
"337",2020-05-26 19:31:00,410
"338",2020-05-26 19:32:00,422
"339",2020-05-26 19:33:00,369
"340",2020-05-26 19:34:00,373
"341",2020-05-26 19:35:00,392
"342",2020-05-26 19:36:00,417
"343",2020-05-26 19:37:00,383
"344",2020-05-26 19:38:00,383
"345",2020-05-26 19:39:00,384
"346",2020-05-26 19:40:00,390
"347",2020-05-26 19:41:00,379
"348",2020-05-26 19:42:00,362
"349",2020-05-26 19:43:00,348
"350",2020-05-26 19:44:00,389
"351",2020-05-26 19:45:00,361
"352",2020-05-26 19:46:00,367
"353",2020-05-26 19:47:00,368
"354",2020-05-26 19:48:00,358
"355",2020-05-26 19:49:00,368
"356",2020-05-26 19:50:00,375
"357",2020-05-26 19:51:00,404
"358",2020-05-26 19:52:00,366
"359",2020-05-26 19:53:00,404
"360",2020-05-26 19:54:00,392
"361",2020-05-26 19:55:00,383
"362",2020-05-26 19:56:00,356
"363",2020-05-26 19:57:00,377
"364",2020-05-26 19:58:00,384
"365",2020-05-26 19:59:00,385
"366",2020-05-26 20:00:00,447
"367",2020-05-26 20:01:00,379
"368",2020-05-26 20:02:00,383
"369",2020-05-26 20:03:00,397
"370",2020-05-26 20:04:00,383
"371",2020-05-26 20:05:00,383
"372",2020-05-26 20:06:00,384
"373",2020-05-26 20:07:00,412
"374",2020-05-26 20:08:00,358
"375",2020-05-26 20:09:00,382
"376",2020-05-26 20:10:00,392
"377",2020-05-26 20:11:00,364
"378",2020-05-26 20:12:00,361
"379",2020-05-26 20:13:00,390
"380",2020-05-26 20:14:00,360
"381",2020-05-26 20:15:00,386
"382",2020-05-26 20:16:00,391
"383",2020-05-26 20:17:00,370
"384",2020-05-26 20:18:00,385
"385",2020-05-26 20:19:00,366
"386",2020-05-26 20:20:00,378
"387",2020-05-26 20:21:00,375
"388",2020-05-26 20:22:00,394
"389",2020-05-26 20:23:00,369
"390",2020-05-26 20:24:00,344
"391",2020-05-26 20:25:00,349
"392",2020-05-26 20:26:00,361
"393",2020-05-26 20:27:00,341
"394",2020-05-26 20:28:00,352
"395",2020-05-26 20:29:00,334
"396",2020-05-26 20:30:00,353
"397",2020-05-26 20:31:00,381
"398",2020-05-26 20:32:00,410
"399",2020-05-26 20:33:00,375
"400",2020-05-26 20:34:00,348
"401",2020-05-26 20:35:00,416
"402",2020-05-26 20:36:00,333
"403",2020-05-26 20:37:00,351
"404",2020-05-26 20:38:00,350
"405",2020-05-26 20:39:00,350
"406",2020-05-26 20:40:00,383
"407",2020-05-26 20:41:00,365
"408",2020-05-26 20:42:00,316
"409",2020-05-26 20:43:00,321
"410",2020-05-26 20:44:00,342
"411",2020-05-26 20:45:00,337
"412",2020-05-26 20:46:00,363
"413",2020-05-26 20:47:00,337
"414",2020-05-26 20:48:00,347
"415",2020-05-26 20:49:00,338
"416",2020-05-26 20:50:00,330
"417",2020-05-26 20:51:00,378
"418",2020-05-26 20:52:00,343
"419",2020-05-26 20:53:00,366
"420",2020-05-26 20:54:00,391
"421",2020-05-26 20:55:00,337
"422",2020-05-26 20:56:00,385
"423",2020-05-26 20:57:00,339
"424",2020-05-26 20:58:00,339
"425",2020-05-26 20:59:00,344
"426",2020-05-26 21:00:00,385
"427",2020-05-26 21:01:00,350
"428",2020-05-26 21:02:00,351
"429",2020-05-26 21:03:00,316
"430",2020-05-26 21:04:00,345
"431",2020-05-26 21:05:00,334
"432",2020-05-26 21:06:00,306
"433",2020-05-26 21:07:00,327
"434",2020-05-26 21:08:00,297
"435",2020-05-26 21:09:00,361
"436",2020-05-26 21:10:00,358
"437",2020-05-26 21:11:00,354
"438",2020-05-26 21:12:00,347
"439",2020-05-26 21:13:00,334
"440",2020-05-26 21:14:00,361
"441",2020-05-26 21:15:00,339
"442",2020-05-26 21:16:00,357
"443",2020-05-26 21:17:00,354
"444",2020-05-26 21:18:00,331
"445",2020-05-26 21:19:00,327
"446",2020-05-26 21:20:00,346
"447",2020-05-26 21:21:00,329
"448",2020-05-26 21:22:00,289
"449",2020-05-26 21:23:00,343
"450",2020-05-26 21:24:00,327
"451",2020-05-26 21:25:00,350
"452",2020-05-26 21:26:00,315
"453",2020-05-26 21:27:00,326
"454",2020-05-26 21:28:00,342
"455",2020-05-26 21:29:00,334
"456",2020-05-26 21:30:00,373
"457",2020-05-26 21:31:00,348
"458",2020-05-26 21:32:00,345
"459",2020-05-26 21:33:00,339
"460",2020-05-26 21:34:00,348
"461",2020-05-26 21:35:00,324
"462",2020-05-26 21:36:00,362
"463",2020-05-26 21:37:00,333
"464",2020-05-26 21:38:00,319
"465",2020-05-26 21:39:00,333
"466",2020-05-26 21:40:00,324
"467",2020-05-26 21:41:00,341
"468",2020-05-26 21:42:00,334
"469",2020-05-26 21:43:00,364
"470",2020-05-26 21:44:00,327
"471",2020-05-26 21:45:00,355
"472",2020-05-26 21:46:00,335
"473",2020-05-26 21:47:00,334
"474",2020-05-26 21:48:00,302
"475",2020-05-26 21:49:00,338
"476",2020-05-26 21:50:00,339
"477",2020-05-26 21:51:00,295
"478",2020-05-26 21:52:00,302
"479",2020-05-26 21:53:00,326
"480",2020-05-26 21:54:00,337
"481",2020-05-26 21:55:00,328
"482",2020-05-26 21:56:00,313
"483",2020-05-26 21:57:00,343
"484",2020-05-26 21:58:00,332
"485",2020-05-26 21:59:00,342
"486",2020-05-26 22:00:00,396
"487",2020-05-26 22:01:00,330
"488",2020-05-26 22:02:00,329
"489",2020-05-26 22:03:00,329
"490",2020-05-26 22:04:00,327
"491",2020-05-26 22:05:00,357
"492",2020-05-26 22:06:00,328
"493",2020-05-26 22:07:00,304
"494",2020-05-26 22:08:00,349
"495",2020-05-26 22:09:00,311
"496",2020-05-26 22:10:00,347
"497",2020-05-26 22:11:00,360
"498",2020-05-26 22:12:00,324
"499",2020-05-26 22:13:00,313
"500",2020-05-26 22:14:00,347
"501",2020-05-26 22:15:00,326
"502",2020-05-26 22:16:00,320
"503",2020-05-26 22:17:00,331
"504",2020-05-26 22:18:00,331
"505",2020-05-26 22:19:00,334
"506",2020-05-26 22:20:00,355
"507",2020-05-26 22:21:00,339
"508",2020-05-26 22:22:00,325
"509",2020-05-26 22:23:00,337
"510",2020-05-26 22:24:00,330
"511",2020-05-26 22:25:00,323
"512",2020-05-26 22:26:00,283
"513",2020-05-26 22:27:00,313
"514",2020-05-26 22:28:00,297
"515",2020-05-26 22:29:00,291
"516",2020-05-26 22:30:00,320
"517",2020-05-26 22:31:00,289
"518",2020-05-26 22:32:00,330
"519",2020-05-26 22:33:00,316
"520",2020-05-26 22:34:00,313
"521",2020-05-26 22:35:00,322
"522",2020-05-26 22:36:00,313
"523",2020-05-26 22:37:00,270
"524",2020-05-26 22:38:00,323
"525",2020-05-26 22:39:00,318
"526",2020-05-26 22:40:00,318
"527",2020-05-26 22:41:00,293
"528",2020-05-26 22:42:00,306
"529",2020-05-26 22:43:00,330
"530",2020-05-26 22:44:00,316
"531",2020-05-26 22:45:00,311
"532",2020-05-26 22:46:00,301
"533",2020-05-26 22:47:00,311
"534",2020-05-26 22:48:00,298
"535",2020-05-26 22:49:00,329
"536",2020-05-26 22:50:00,302
"537",2020-05-26 22:51:00,334
"538",2020-05-26 22:52:00,306
"539",2020-05-26 22:53:00,295
"540",2020-05-26 22:54:00,306
"541",2020-05-26 22:55:00,263
"542",2020-05-26 22:56:00,320
"543",2020-05-26 22:57:00,326
"544",2020-05-26 22:58:00,320
"545",2020-05-26 22:59:00,316
"546",2020-05-26 23:00:00,337
"547",2020-05-26 23:01:00,301
"548",2020-05-26 23:02:00,303
"549",2020-05-26 23:03:00,305
"550",2020-05-26 23:04:00,333
"551",2020-05-26 23:05:00,288
"552",2020-05-26 23:06:00,310
"553",2020-05-26 23:07:00,302
"554",2020-05-26 23:08:00,298
"555",2020-05-26 23:09:00,279
"556",2020-05-26 23:10:00,298
"557",2020-05-26 23:11:00,322
"558",2020-05-26 23:12:00,288
"559",2020-05-26 23:13:00,302
"560",2020-05-26 23:14:00,272
"561",2020-05-26 23:15:00,304
"562",2020-05-26 23:16:00,306
"563",2020-05-26 23:17:00,311
"564",2020-05-26 23:18:00,300
"565",2020-05-26 23:19:00,328
"566",2020-05-26 23:20:00,325
"567",2020-05-26 23:21:00,296
"568",2020-05-26 23:22:00,327
"569",2020-05-26 23:23:00,323
"570",2020-05-26 23:24:00,284
"571",2020-05-26 23:25:00,322
"572",2020-05-26 23:26:00,358
"573",2020-05-26 23:27:00,323
"574",2020-05-26 23:28:00,316
"575",2020-05-26 23:29:00,335
"576",2020-05-26 23:30:00,323
"577",2020-05-26 23:31:00,321
"578",2020-05-26 23:32:00,314
"579",2020-05-26 23:33:00,313
"580",2020-05-26 23:34:00,296
"581",2020-05-26 23:35:00,323
"582",2020-05-26 23:36:00,321
"583",2020-05-26 23:37:00,306
"584",2020-05-26 23:38:00,339
"585",2020-05-26 23:39:00,307
"586",2020-05-26 23:40:00,304
"587",2020-05-26 23:41:00,308
"588",2020-05-26 23:42:00,321
"589",2020-05-26 23:43:00,302
"590",2020-05-26 23:44:00,304
"591",2020-05-26 23:45:00,330
"592",2020-05-26 23:46:00,295
"593",2020-05-26 23:47:00,299
"594",2020-05-26 23:48:00,306
"595",2020-05-26 23:49:00,281
"596",2020-05-26 23:50:00,309
"597",2020-05-26 23:51:00,302
"598",2020-05-26 23:52:00,315
"599",2020-05-26 23:53:00,304
"600",2020-05-26 23:54:00,296
"601",2020-05-26 23:55:00,308
"602",2020-05-26 23:56:00,288
"603",2020-05-26 23:57:00,284
"604",2020-05-26 23:58:00,298
"605",2020-05-26 23:59:00,298
"606",2020-05-27 00:00:00,306
"607",2020-05-27 00:01:00,275
"608",2020-05-27 00:02:00,280
"609",2020-05-27 00:03:00,327
"610",2020-05-27 00:04:00,277
"611",2020-05-27 00:05:00,295
"612",2020-05-27 00:06:00,297
"613",2020-05-27 00:07:00,273
"614",2020-05-27 00:08:00,300
"615",2020-05-27 00:09:00,263
"616",2020-05-27 00:10:00,287
"617",2020-05-27 00:11:00,285
"618",2020-05-27 00:12:00,289
"619",2020-05-27 00:13:00,280
"620",2020-05-27 00:14:00,289
"621",2020-05-27 00:15:00,310
"622",2020-05-27 00:16:00,284
"623",2020-05-27 00:17:00,301
"624",2020-05-27 00:18:00,255
"625",2020-05-27 00:19:00,268
"626",2020-05-27 00:20:00,296
"627",2020-05-27 00:21:00,290
"628",2020-05-27 00:22:00,308
"629",2020-05-27 00:23:00,311
"630",2020-05-27 00:24:00,324
"631",2020-05-27 00:25:00,346
"632",2020-05-27 00:26:00,287
"633",2020-05-27 00:27:00,304
"634",2020-05-27 00:28:00,304
"635",2020-05-27 00:29:00,289
"636",2020-05-27 00:30:00,362
"637",2020-05-27 00:31:00,276
"638",2020-05-27 00:32:00,280
"639",2020-05-27 00:33:00,299
"640",2020-05-27 00:34:00,287
"641",2020-05-27 00:35:00,321
"642",2020-05-27 00:36:00,308
"643",2020-05-27 00:37:00,280
"644",2020-05-27 00:38:00,298
"645",2020-05-27 00:39:00,312
"646",2020-05-27 00:40:00,302
"647",2020-05-27 00:41:00,330
"648",2020-05-27 00:42:00,294
"649",2020-05-27 00:43:00,317
"650",2020-05-27 00:44:00,283
"651",2020-05-27 00:45:00,288
"652",2020-05-27 00:46:00,304
"653",2020-05-27 00:47:00,304
"654",2020-05-27 00:48:00,274
"655",2020-05-27 00:49:00,287
"656",2020-05-27 00:50:00,306
"657",2020-05-27 00:51:00,267
"658",2020-05-27 00:52:00,288
"659",2020-05-27 00:53:00,281
"660",2020-05-27 00:54:00,280
"661",2020-05-27 00:55:00,261
"662",2020-05-27 00:56:00,284
"663",2020-05-27 00:57:00,250
"664",2020-05-27 00:58:00,298
"665",2020-05-27 00:59:00,267
"666",2020-05-27 01:00:00,298
"667",2020-05-27 01:01:00,291
"668",2020-05-27 01:02:00,307
"669",2020-05-27 01:03:00,263
"670",2020-05-27 01:04:00,257
"671",2020-05-27 01:05:00,274
"672",2020-05-27 01:06:00,264
"673",2020-05-27 01:07:00,260
"674",2020-05-27 01:08:00,290
"675",2020-05-27 01:09:00,279
"676",2020-05-27 01:10:00,296
"677",2020-05-27 01:11:00,290
"678",2020-05-27 01:12:00,287
"679",2020-05-27 01:13:00,298
"680",2020-05-27 01:14:00,311
"681",2020-05-27 01:15:00,321
"682",2020-05-27 01:16:00,302
"683",2020-05-27 01:17:00,279
"684",2020-05-27 01:18:00,321
"685",2020-05-27 01:19:00,283
"686",2020-05-27 01:20:00,301
"687",2020-05-27 01:21:00,295
"688",2020-05-27 01:22:00,284
"689",2020-05-27 01:23:00,300
"690",2020-05-27 01:24:00,282
"691",2020-05-27 01:25:00,272
"692",2020-05-27 01:26:00,289
"693",2020-05-27 01:27:00,286
"694",2020-05-27 01:28:00,286
"695",2020-05-27 01:29:00,284
"696",2020-05-27 01:30:00,314
"697",2020-05-27 01:31:00,286
"698",2020-05-27 01:32:00,288
"699",2020-05-27 01:33:00,286
"700",2020-05-27 01:34:00,310
"701",2020-05-27 01:35:00,293
"702",2020-05-27 01:36:00,270
"703",2020-05-27 01:37:00,300
"704",2020-05-27 01:38:00,279
"705",2020-05-27 01:39:00,301
"706",2020-05-27 01:40:00,309
"707",2020-05-27 01:41:00,317
"708",2020-05-27 01:42:00,296
"709",2020-05-27 01:43:00,309
"710",2020-05-27 01:44:00,273
"711",2020-05-27 01:45:00,270
"712",2020-05-27 01:46:00,292
"713",2020-05-27 01:47:00,313
"714",2020-05-27 01:48:00,301
"715",2020-05-27 01:49:00,320
"716",2020-05-27 01:50:00,306
"717",2020-05-27 01:51:00,310
"718",2020-05-27 01:52:00,307
"719",2020-05-27 01:53:00,279
"720",2020-05-27 01:54:00,328
"721",2020-05-27 01:55:00,299
"722",2020-05-27 01:56:00,278
"723",2020-05-27 01:57:00,279
"724",2020-05-27 01:58:00,290
"725",2020-05-27 01:59:00,338
"726",2020-05-27 02:00:00,308
"727",2020-05-27 02:01:00,307
"728",2020-05-27 02:02:00,303
"729",2020-05-27 02:03:00,282
"730",2020-05-27 02:04:00,339
"731",2020-05-27 02:05:00,304
"732",2020-05-27 02:06:00,333
"733",2020-05-27 02:07:00,349
"734",2020-05-27 02:08:00,348
"735",2020-05-27 02:09:00,346
"736",2020-05-27 02:10:00,326
"737",2020-05-27 02:11:00,280
"738",2020-05-27 02:12:00,314
"739",2020-05-27 02:13:00,340
"740",2020-05-27 02:14:00,288
"741",2020-05-27 02:15:00,308
"742",2020-05-27 02:16:00,313
"743",2020-05-27 02:17:00,281
"744",2020-05-27 02:18:00,300
"745",2020-05-27 02:19:00,306
"746",2020-05-27 02:20:00,289
"747",2020-05-27 02:21:00,279
"748",2020-05-27 02:22:00,286
"749",2020-05-27 02:23:00,301
"750",2020-05-27 02:24:00,289
"751",2020-05-27 02:25:00,318
"752",2020-05-27 02:26:00,328
"753",2020-05-27 02:27:00,315
"754",2020-05-27 02:28:00,307
"755",2020-05-27 02:29:00,332
"756",2020-05-27 02:30:00,313
"757",2020-05-27 02:31:00,296
"758",2020-05-27 02:32:00,288
"759",2020-05-27 02:33:00,274
"760",2020-05-27 02:34:00,301
"761",2020-05-27 02:35:00,295
"762",2020-05-27 02:36:00,314
"763",2020-05-27 02:37:00,304
"764",2020-05-27 02:38:00,305
"765",2020-05-27 02:39:00,276
"766",2020-05-27 02:40:00,294
"767",2020-05-27 02:41:00,347
"768",2020-05-27 02:42:00,326
"769",2020-05-27 02:43:00,299
"770",2020-05-27 02:44:00,299
"771",2020-05-27 02:45:00,282
"772",2020-05-27 02:46:00,331
"773",2020-05-27 02:47:00,277
"774",2020-05-27 02:48:00,291
"775",2020-05-27 02:49:00,310
"776",2020-05-27 02:50:00,329
